Accident_Severity	Day_of_Week	Weather_Conditions	Road_Surf	Light_Conditions
serious	Thu	Other	Wet	Night
serious	Thu	Fine	Frost	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Rain	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine+hw	Dry	Night
serious	Tue	Other	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Wed	Rain	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Unkn	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Wed	Fine	Frost	Night
serious	Thu	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Tue	Rain	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Sun	Fine	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Sun	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Rain+hw	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Sat	Fine	Wet	Night
serious	Mon	Rain+hw	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Rain	Wet	Night
serious	Tue	Rain+hw	Wet	Night
serious	Tue	Unkn	Dry	Night
serious	Tue	Other	Wet	Night
serious	Mon	Rain+hw	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Sat	Fog/Mist	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Mon	Rain+hw	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Sun	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Rain+hw	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Frost	Night
serious	Sat	Rain	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Wed	Other	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Fri	Rain+hw	Flood	Night
serious	Tue	Other	Frost	Night
serious	Sat	Fine	Wet	Night
serious	Tue	Rain	Wet	Night
serious	Sat	Fine	Wet	Night
serious	Sat	Fine	Frost	Night
serious	Fri	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Unkn	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Rain+hw	Wet	Night
serious	Tue	Rain	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Fri	Snow	Snow	Night
serious	Sun	Rain	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Rain	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Rain	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Wed	Other	Frost	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Rain+hw	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Frost	Night
serious	Sun	Fine	Wet	Night
serious	Sun	Fine+hw	Dry	Night
serious	Fri	Fine+hw	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Unkn	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Unkn	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine+hw	Frost	Night
serious	Mon	Unkn	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine+hw	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Sun	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Unkn	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Unkn	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fog/Mist	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sun	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Rain+hw	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Sat	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fog/Mist	Wet	Night
serious	Thu	Fog/Mist	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Rain+hw	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Tue	Fog/Mist	Wet	Night
serious	Tue	Fog/Mist	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Fri	Fine+hw	Wet	Night
serious	Thu	Unkn	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Tue	Rain+hw	Wet	Night
serious	Tue	Fine	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Unkn	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Wed	Rain	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Unkn	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Unkn	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Unkn	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Thu	Unkn	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Unkn	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Unkn	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Tue	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Unkn	Dry	Night
serious	Thu	Other	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Unkn	Dry	Night
serious	Sat	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Fog/Mist	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Sat	Rain+hw	Wet	Night
serious	Mon	Rain+hw	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Fog/Mist	Wet	Night
serious	Fri	Fine	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Mon	Unkn	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Wed	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Sat	Rain+hw	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Fri	Fine	Frost	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Sun	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Unkn	Dry	Night
serious	Tue	Fine+hw	Frost	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Rain	Wet	Night
serious	Tue	Fine	Frost	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine+hw	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Rain	Flood	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Sun	Fine+hw	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Wed	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sat	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Unkn	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Mon	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Fri	Fine	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Sat	Rain+hw	Wet	Night
serious	Mon	Rain+hw	Wet	Night
serious	Wed	Fine	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Wed	Fine	Wet	Night
serious	Sun	Fog/Mist	Wet	Night
serious	Thu	Rain	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Wed	Fine	Dry	Night
serious	Fri	Rain	Wet	Night
serious	Sat	Fine	Dry	Night
serious	Mon	Rain	Wet	Night
serious	Mon	Rain	Wet	Night
serious	Fri	Fine	Dry	Night
serious	Sun	Fine	Dry	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Thu	Unkn	Dry	Night
serious	Mon	Unkn	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Mon	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Dry	Night
serious	Thu	Fine	Frost	Night
serious	Wed	Fine	Dry	Night
serious	Tue	Rain	Wet	Night
serious	Mon	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Wed	Fine	Dry	Night
serious	Thu	Fine	Frost	Night
serious	Fri	Fine	Dry	Night
serious	Tue	Fine	Dry	Night
serious	Tue	Fine	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sat	Rain	Wet	Night
serious	Sun	Fine	Wet	Night
serious	Tue	Fine	Dry	Night
serious	Thu	Fine	Wet	Night
serious	Thu	Fine	Wet	Night
serious	Fri	Rain	Wet	Night
serious	Mon	Fine	Wet	Night
serious	Wed	Other	Wet	Night
serious	Wed	Fine+hw	Wet	Night
serious	Wed	Fine	Dry	Night
